ici,file_num,df_playback,playback
0.2299679999999995,0,,0.0
0.06037200000000098,0,,0.0
-0.027771000000001322,0,,0.0
-0.03622400000000425,0,,0.0
0.0784839999999889,0,,0.0
-0.014488999999997532,0,,0.0
-0.15754099999999482,0,,0.0
0.4548720000000088,0,,0.0
0.004061000000007198,0,,0.0
-0.039597999999998024,0,,0.0
0.07816199999999185,0,,0.0
-0.09046200000000226,0,,0.0
0.15507800000000316,0,,0.0
0.5226690000000076,0,,0.0
0.17230800000001523,0,,0.0
0.0,0,,0.0
0.407416000000012,0,,0.0
1.9809239999999875,0,,0.0
-0.07818100000002914,0,,0.0
-0.09747300000003634,0,,0.0
0.11676299999999173,0,,0.0
-0.08331400000000144,0,,0.0
0.04588300000000345,0,,0.0
0.10625500000000443,0,,0.0
0.07727699999999516,0,,0.0
-0.06761699999999848,0,,0.0
0.8101970000000023,0,,0.0
0.20102599999999882,0,,0.0
-0.1248859999999894,0,,0.0
0.035536999999990826,0,,0.0
0.14011600000000612,0,,0.0
-0.0030309999999929005,0,,0.0
61.995677,0,,0.0
0.1960499999999854,0,,0.0
0.568618000000015,0,,0.0
0.145025999999973,0,,0.0
14.725470000000001,0,,0.0
-0.10661099999998669,0,,0.0
0.009139000000004671,0,,0.0
7.849891000000014,0,,0.0
0.15206299999999828,0,,0.0
0.4640089999999759,0,,0.0
-0.11472100000000118,1,,0.0
-0.13110999999999962,1,,0.0
8.586244999999998,1,,0.0
8.818253000000002,1,,0.0
8.347968999999999,1,,0.0
0.12747600000000148,1,,0.0
45.239386999999994,1,,0.0
0.008194000000003143,1,,0.0
-0.009219000000001643,1,,0.0
0.38630399999999554,1,,0.0
0.99077699999998,1,,0.0
0.7080100000000016,1,,0.0
-0.044045000000039636,1,,0.0
-0.023559000000034303,1,,0.0
-0.06760300000001962,1,,0.0
0.46093300000001136,1,,0.0
0.3533820000000105,1,,0.0
0.0378989999999817,1,,0.0
0.282706000000001,1,,0.0
0.2806569999999997,1,,0.0
0.003004999999998148,1,,0.0
-0.020672000000001134,1,,0.0
0.5495249999999956,1,,0.0
5.302321000000006,1,,0.0
0.3755380000000059,1,,0.0
0.16798400000000413,1,,0.0
0.7403300000000002,1,,0.0
0.23525900000001343,1,,0.0
-0.027656000000007452,1,,0.0
0.3652020000000107,1,,0.0
0.0,1,,0.0
0.2655149999999935,1,,0.0
0.29806899999999814,1,,0.0
-0.13930400000003829,1,,0.0
-0.10960000000000036,1,,0.0
0.03482600000000957,1,,0.0
-0.13364400000000032,2,,0.0
24.795137000000004,2,,0.0
20.539411,2,,0.0
20.79416900000001,2,,0.0
-0.01670599999999922,2,,0.0
0.17123100000003433,2,,0.0
-0.18375999999994974,2,,0.0
-0.10926599999999098,2,,0.0
0.0,2,,0.0
-0.18309499999998025,2,,0.0
0.1699769999999603,2,,0.0
0.09534199999995963,2,,0.0
0.5178709999999995,2,,0.0
1.0828489999999995,2,,0.0
0.15452600000000416,2,,0.0
0.12111500000000319,2,,0.0
29.351562,2,,0.0
-0.07517400000000407,2,,0.0
0.27564100000000735,2,,0.0
0.31322799999998097,2,,0.0
0.11651599999999007,2,,0.0
0.2982680000000073,2,,0.0
3.2514110000000187,2,,0.0
0.22443900000001804,2,,0.0
-0.04385199999995848,2,,0.0
0.0,3,,0.0
0.0,3,,0.0
-0.15729900000000185,3,,0.0
-0.11797400000000025,3,,0.0
0.17623299999999986,3,,0.0
0.13690899999999928,3,,0.0
0.03058600000000311,3,,0.0
-0.007282000000000011,3,,0.0
-0.04515100000000061,3,,0.0
0.34081600000000023,3,,0.0
-0.04806400000000011,3,,0.0
-0.04952000000000112,3,,0.0
1.916722,3,,0.0
0.2985779999999991,3,,0.0
0.8986450000000019,3,,0.0
0.5418089999999935,3,,0.0
-0.18934199999999635,3,,0.0
0.07719300000000118,3,,0.0
-0.05022999999999911,3,,0.0
0.20611399999999946,3,,0.0
0.02572000000000685,3,,0.0
-0.08573199999999304,3,,0.0
0.19473499999999433,3,,0.0
-0.0330680000000001,3,,0.0
0.04653999999999314,3,,0.0
1.0189890000000048,3,,0.0
0.35272700000000157,3,,0.0
35.585289,3,,0.0
0.1400639999999953,3,,0.0
-0.049433999999990874,3,,0.0
0.4330230000000199,3,,0.0
0.40558199999998124,3,,0.0
0.41309400000000096,3,,0.0
0.08833500000000072,3,,0.0
-0.0433010000000138,3,,0.0
0.07967400000001135,3,,0.0
-0.09886900000000765,3,,0.0
