data,shuff,playback
0.0,0,1
0.043478260869565216,0,1
0.02,0,1
0.022556390977443608,0,1
0.0,0,1
0.044444444444444446,0,1
0.0,0,1
0.13333333333333333,0,1
0.0,0,1
0.0,0,1
0.0297029702970297,0,1
0.021739130434782608,0,1
0.028846153846153848,0,1
0.09090909090909091,0,1
0.0,0,1
0.023622047244094488,0,1
0.014705882352941176,0,1
0.0,0,1
0.0,0,1
0.0,0,1
0.0,1,1
0.16666666666666666,1,1
0.0,1,1
0.16666666666666666,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.3333333333333333,1,1
0.0,1,1
0.0,1,1
0.08695652173913043,1,1
0.0,1,1
0.043478260869565216,1,1
0.08695652173913043,1,1
0.0,1,1
0.08695652173913043,1,1
0.0,1,1
0.0,1,1
0.043478260869565216,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.043478260869565216,1,1
0.0,1,1
0.0,1,1
0.01,1,1
0.01,1,1
0.01,1,1
0.02,1,1
0.02,1,1
0.01,1,1
0.03,1,1
0.02,1,1
0.02,1,1
0.020202020202020204,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.010101010101010102,1,1
0.0,1,1
0.0,1,1
0.050505050505050504,1,1
0.0,1,1
0.0,1,1
0.015037593984962405,1,1
0.007518796992481203,1,1
0.007518796992481203,1,1
0.015037593984962405,1,1
0.015037593984962405,1,1
0.03007518796992481,1,1
0.007518796992481203,1,1
0.045112781954887216,1,1
0.03007518796992481,1,1
0.0,1,1
0.0,1,1
0.007518796992481203,1,1
0.022556390977443608,1,1
0.007518796992481203,1,1
0.007518796992481203,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.015037593984962405,1,1
0.0,1,1
0.0,1,1
0.014705882352941176,1,1
0.014705882352941176,1,1
0.0,1,1
0.0,1,1
0.029411764705882353,1,1
0.04411764705882353,1,1
0.029411764705882353,1,1
0.0,1,1
0.0,1,1
0.014705882352941176,1,1
0.014705882352941176,1,1
0.0,1,1
0.014705882352941176,1,1
0.029411764705882353,1,1
0.014705882352941176,1,1
0.0,1,1
0.0,1,1
0.022222222222222223,1,1
0.022222222222222223,1,1
0.0,1,1
0.022222222222222223,1,1
0.044444444444444446,1,1
0.022222222222222223,1,1
0.0,1,1
0.022222222222222223,1,1
0.022222222222222223,1,1
0.0,1,1
0.0,1,1
0.022222222222222223,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.25,1,1
0.0,1,1
0.0,1,1
0.25,1,1
0.0,1,1
0.25,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.06666666666666667,1,1
0.0,1,1
0.0,1,1
0.06666666666666667,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.06666666666666667,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.4,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.25,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.00980392156862745,1,1
0.0,1,1
0.00980392156862745,1,1
0.00980392156862745,1,1
0.029411764705882353,1,1
0.009900990099009901,1,1
0.0297029702970297,1,1
0.0,1,1
0.0,1,1
0.009900990099009901,1,1
0.009900990099009901,1,1
0.009900990099009901,1,1
0.0297029702970297,1,1
0.009900990099009901,1,1
0.016304347826086956,1,1
0.010869565217391304,1,1
0.005434782608695652,1,1
0.010869565217391304,1,1
0.016304347826086956,1,1
0.005434782608695652,1,1
0.021739130434782608,1,1
0.016304347826086956,1,1
0.016304347826086956,1,1
0.016304347826086956,1,1
0.005434782608695652,1,1
0.043478260869565216,1,1
0.010869565217391304,1,1
0.010869565217391304,1,1
0.02717391304347826,1,1
0.021739130434782608,1,1
0.016304347826086956,1,1
0.010869565217391304,1,1
0.02717391304347826,1,1
0.0,1,1
0.0,1,1
0.009615384615384616,1,1
0.019230769230769232,1,1
0.0,1,1
0.009615384615384616,1,1
0.009615384615384616,1,1
0.009615384615384616,1,1
0.009615384615384616,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.009615384615384616,1,1
0.009615384615384616,1,1
0.009615384615384616,1,1
0.0,1,1
0.0,1,1
0.009615384615384616,1,1
0.009615384615384616,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.09090909090909091,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0078125,1,1
0.0,1,1
0.015625,1,1
0.0078125,1,1
0.015625,1,1
0.015625,1,1
0.0,1,1
0.0,1,1
0.0234375,1,1
0.0,1,1
0.007874015748031496,1,1
0.031496062992125984,1,1
0.031496062992125984,1,1
0.015748031496062992,1,1
0.015748031496062992,1,1
0.015748031496062992,1,1
0.007874015748031496,1,1
0.023622047244094488,1,1
0.015748031496062992,1,1
0.0,1,1
0.014492753623188406,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.014492753623188406,1,1
0.0,1,1
0.014705882352941176,1,1
0.0,1,1
0.029411764705882353,1,1
0.0,1,1
0.014705882352941176,1,1
0.04411764705882353,1,1
0.014705882352941176,1,1
0.014705882352941176,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.125,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.14285714285714285,1,1
0.0,1,1
0.0,1,1
0.125,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.047619047619047616,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.21621621621621623,0,0
0.22727272727272727,0,0
0.08955223880597014,0,0
0.2,0,0
0.20833333333333334,0,0
0.09523809523809523,0,0
0.2318840579710145,0,0
0.2222222222222222,0,0
0.15384615384615385,0,0
0.35294117647058826,0,0
,1,0
,1,0
,1,0
,1,0
0.033707865168539325,1,0
,1,0
,1,0
,1,0
0.0,1,0
0.0,1,0
,1,0
,1,0
0.03296703296703297,1,0
0.033707865168539325,1,0
0.011111111111111112,1,0
,1,0
0.0625,1,0
0.0,1,0
0.0425531914893617,1,0
0.009345794392523364,1,0
