data,condition,noise,silence,animal
0.2887701723356031,300_900,300,900,labels_aup_1530
0.007144578231290666,300_900,300,900,labels_aup_1530
0.5020822607709761,300_900,300,900,labels_aup_1530
0.28758623582767484,300_900,300,900,labels_aup_1530
0.521813546485248,300_900,300,900,labels_aup_1530
1.0338816235827666,900_600,900,600,labels_aup_1530
0.3564770634920613,900_600,900,600,labels_aup_1530
1.1197870634920584,900_600,900,600,labels_aup_1530
0.8061401768707483,900_600,900,600,labels_aup_1530
0.4789036077097464,900_600,900,600,labels_aup_1530
0.7650300136054398,900_600,900,600,labels_aup_1530
0.09205228571428137,900_600,900,600,labels_aup_1530
0.5480494489795902,900_600,900,600,labels_aup_1530
0.9882414285714418,900_600,900,600,labels_aup_1530
1.2320890022675712,900_600,900,600,labels_aup_1530
0.9065255170067701,900_600,900,600,labels_aup_1530
0.4957403560090672,600_300,600,300,labels_aup_1530
0.6068918208616765,600_300,600,300,labels_aup_1530
0.304222755102046,600_300,600,300,labels_aup_1530
0.4566292698412724,600_300,600,300,labels_aup_1530
0.31099802267574717,300_600,300,600,labels_aup_1530
0.33605784353738954,300_600,300,600,labels_aup_1530
0.3119999251700669,600_900,600,900,labels_aup_1530
0.1945863900226712,600_900,600,900,labels_aup_1530
0.4830602312925194,600_900,600,900,labels_aup_1530
0.8486599977324261,600_900,600,900,labels_aup_1530
0.6998535918367423,600_900,600,900,labels_aup_1530
0.6343971065759746,600_900,600,900,labels_aup_1530
0.7632677551020493,600_900,600,900,labels_aup_1530
0.6814668390022689,600_900,600,900,labels_aup_1530
0.7422884081632617,600_900,600,900,labels_aup_1530
0.6070576598639548,600_900,600,900,labels_aup_1530
0.5585391224489769,900_300,900,300,labels_aup_1530
0.33334534013605577,900_300,900,300,labels_aup_1530
0.9646684875283427,900_300,900,300,labels_aup_1530
0.8508843537414919,900_300,900,300,labels_aup_1530
0.6023221723355974,300_900,300,900,labels_aup_2255
0.45752757823129286,300_900,300,900,labels_aup_2255
0.31541815192744593,300_900,300,900,labels_aup_2255
0.19371513151926933,300_900,300,900,labels_aup_2255
0.29079943310658507,300_900,300,900,labels_aup_2255
0.5046489478458085,300_900,300,900,labels_aup_2255
1.0291590408163245,300_900,300,900,labels_aup_2255
0.31323379818593367,300_900,300,900,labels_aup_2255
0.7455148956916098,900_600,900,600,labels_aup_2255
0.572852058956915,900_600,900,600,labels_aup_2255
1.0576001428571402,900_600,900,600,labels_aup_2255
0.5184976122449072,900_600,900,600,labels_aup_2255
0.24469204308390147,900_600,900,600,labels_aup_2255
0.14235509750567132,900_600,900,600,labels_aup_2255
0.9122411609977377,900_600,900,600,labels_aup_2255
0.6865983242630307,900_600,900,600,labels_aup_2255
0.4965385260771029,900_600,900,600,labels_aup_2255
0.5250905442176865,600_300,600,300,labels_aup_2255
0.2793143560090705,600_300,600,300,labels_aup_2255
0.3779503061224503,600_300,600,300,labels_aup_2255
0.41654482086167377,600_300,600,300,labels_aup_2255
0.645240884353754,600_300,600,300,labels_aup_2255
0.2934257551020494,600_300,600,300,labels_aup_2255
0.43605409070292467,600_300,600,300,labels_aup_2255
0.4169270952380941,600_300,600,300,labels_aup_2255
0.34385822222222195,300_600,300,600,labels_aup_2255
0.3264365736961441,300_600,300,600,labels_aup_2255
0.2399686281179143,300_600,300,600,labels_aup_2255
0.34801065759636884,300_600,300,600,labels_aup_2255
0.3275614693877529,300_600,300,600,labels_aup_2255
0.4580730226757339,300_600,300,600,labels_aup_2255
0.3116574625850319,300_600,300,600,labels_aup_2255
0.28101782312924684,300_600,300,600,labels_aup_2255
0.3574831746031464,300_600,300,600,labels_aup_2255
0.3152739251700698,600_900,600,900,labels_aup_2255
0.19208757369614204,600_900,600,900,labels_aup_2255
0.5417609795918352,600_900,600,900,labels_aup_2255
0.6719822312925174,600_900,600,900,labels_aup_2255
0.5837235578231343,600_900,600,900,labels_aup_2255
0.469439591836732,600_900,600,900,labels_aup_2255
0.44699575510205136,600_900,600,900,labels_aup_2255
0.23476620634920664,900_300,900,300,labels_aup_2255
0.4763804875283455,900_300,900,300,labels_aup_2255
1.0840401768707508,900_600,900,600,labels_aup_2800
1.0720380975056685,900_600,900,600,labels_aup_2800
0.6750121723355988,600_300,600,300,labels_aup_2800
0.7057624671201665,600_300,600,300,labels_aup_2800
1.0160641224489808,900_300,900,300,labels_aup_2800
0.5843485079364967,900_300,900,300,labels_aup_2800
0.4786257210884486,600_900,600,900,labels_aup_2805
0.2866779818594125,600_900,600,900,labels_aup_2805
0.8367842063492077,900_300,900,300,labels_aup_2805
0.5687324875283366,900_300,900,300,labels_aup_2805
0.5441010000000004,300_900,300,900,labels_aup_3342
0.31508478684807306,300_900,300,900,labels_aup_3342
0.365776653061225,300_900,300,900,labels_aup_3342
0.31769531065759793,300_900,300,900,labels_aup_3342
0.3217802018140574,300_900,300,900,labels_aup_3342
0.30810850793650957,300_900,300,900,labels_aup_3342
0.2887371315192695,300_900,300,900,labels_aup_3342
0.3779235374149721,300_900,300,900,labels_aup_3342
1.3877560589569171,900_600,900,600,labels_aup_3342
0.5334511768707486,900_600,900,600,labels_aup_3342
0.8318374285714327,900_600,900,600,labels_aup_3342
0.2779558253968233,600_300,600,300,labels_aup_3342
0.3637089523809607,600_300,600,300,labels_aup_3342
0.6505544671202017,600_300,600,300,labels_aup_3342
0.5165825736961445,300_600,300,600,labels_aup_3342
0.3851875532879774,300_600,300,600,labels_aup_3342
0.3689053356008998,300_600,300,600,labels_aup_3342
0.46163177097505326,300_600,300,600,labels_aup_3342
0.46168120634921195,300_600,300,600,labels_aup_3342
0.3172770226757393,300_600,300,600,labels_aup_3342
0.37060511564627063,300_600,300,600,labels_aup_3342
0.7476703900226767,600_900,600,900,labels_aup_3342
0.7388370770975001,600_900,600,900,labels_aup_3342
0.8040539977324244,600_900,600,900,labels_aup_3342
0.28907233333336535,900_300,900,300,labels_aup_3342
0.39708722448980893,900_300,900,300,labels_aup_3342
0.4390640000000001,300_900,300,900,labels_aup_4573
0.22607178684807305,300_900,300,900,labels_aup_4573
0.2953360294784577,300_900,300,900,labels_aup_4573
0.4907336530612243,300_900,300,900,labels_aup_4573
0.5080557074829919,300_900,300,900,labels_aup_4573
0.3250961473922871,300_900,300,900,labels_aup_4573
0.34002968707482495,300_900,300,900,labels_aup_4573
0.2836113106575979,300_900,300,900,labels_aup_4573
0.49738220181405524,300_900,300,900,labels_aup_4573
0.47049123582768004,300_900,300,900,labels_aup_4573
0.3948935079365157,300_900,300,900,labels_aup_4573
0.5386371315192804,300_900,300,900,labels_aup_4573
0.288772537414971,300_900,300,900,labels_aup_4573
0.5168520113378747,300_900,300,900,labels_aup_4573
0.3214690408163392,300_900,300,900,labels_aup_4573
0.40610393197280814,300_900,300,900,labels_aup_4573
0.33409585260773156,300_900,300,900,labels_aup_4573
0.9121046235827663,900_600,900,600,labels_aup_4573
0.3192679047619009,900_600,900,600,labels_aup_4573
0.41268017687075087,900_600,900,600,labels_aup_4573
1.3166341768707497,900_600,900,600,labels_aup_4573
0.5650356077097456,900_600,900,600,labels_aup_4573
0.7537581768707469,900_600,900,600,labels_aup_4573
0.5582242857142816,900_600,900,600,labels_aup_4573
0.27251344897958774,900_600,900,600,labels_aup_4573
0.5291766122449033,900_600,900,600,labels_aup_4573
0.6750750430839076,900_600,900,600,labels_aup_4573
0.3661320226757283,900_600,900,600,labels_aup_4573
1.2119750226757304,900_600,900,600,labels_aup_4573
0.3357994285714341,900_600,900,600,labels_aup_4573
1.3301494285714313,900_600,900,600,labels_aup_4573
0.07739116099773469,900_600,900,600,labels_aup_4573
0.748900160997735,900_600,900,600,labels_aup_4573
0.37811732426303024,900_600,900,600,labels_aup_4573
0.42296100226757005,900_600,900,600,labels_aup_4573
0.687963437641713,900_600,900,600,labels_aup_4573
0.5586911700680162,900_600,900,600,labels_aup_4573
0.43313206575962226,900_600,900,600,labels_aup_4573
0.21744949659864687,900_600,900,600,labels_aup_4573
1.0568354965986373,900_600,900,600,labels_aup_4573
0.6795285260771209,900_600,900,600,labels_aup_4573
0.4781612222222229,600_300,600,300,labels_aup_4573
0.4768238208616751,600_300,600,300,labels_aup_4573
0.4742990385487502,600_300,600,300,labels_aup_4573
0.3634828253968223,600_300,600,300,labels_aup_4573
0.324441884353746,600_300,600,300,labels_aup_4573
0.5632757505669019,600_300,600,300,labels_aup_4573
0.2098987551020457,600_300,600,300,labels_aup_4573
0.5902102448979605,600_300,600,300,labels_aup_4573
0.5511820566893562,600_300,600,300,labels_aup_4573
0.49664795238095394,600_300,600,300,labels_aup_4573
0.6399534671201934,600_300,600,300,labels_aup_4573
0.3822410907029621,600_300,600,300,labels_aup_4573
0.3735327437641729,600_300,600,300,labels_aup_4573
0.37107609523809515,600_300,600,300,labels_aup_4573
0.38798844671202914,600_300,600,300,labels_aup_4573
0.2533062222222213,300_600,300,600,labels_aup_4573
0.41226957369614503,300_600,300,600,labels_aup_4573
0.2506995532879799,300_600,300,600,labels_aup_4573
0.2262643356009022,300_600,300,600,labels_aup_4573
0.6086227709750531,300_600,300,600,labels_aup_4573
0.44459610204083333,300_600,300,600,labels_aup_4573
0.4553940226757476,300_600,300,600,labels_aup_4573
0.30890846258503757,300_600,300,600,labels_aup_4573
0.35397019501135674,300_600,300,600,labels_aup_4573
0.3583111156462735,300_600,300,600,labels_aup_4573
0.43250430839003684,300_600,300,600,labels_aup_4573
0.4336089024943419,300_600,300,600,labels_aup_4573
0.3551448231292511,300_600,300,600,labels_aup_4573
0.5593061746031651,300_600,300,600,labels_aup_4573
0.6164299251700687,600_900,600,900,labels_aup_4573
0.9018535736961404,600_900,600,900,labels_aup_4573
0.6784603900226713,600_900,600,900,labels_aup_4573
0.6947322312925195,600_900,600,900,labels_aup_4573
0.5342805578231378,600_900,600,900,labels_aup_4573
0.500385721088449,600_900,600,900,labels_aup_4573
0.5131644535147473,600_900,600,900,labels_aup_4573
0.429785077097506,600_900,600,900,labels_aup_4573
0.4288029977324328,600_900,600,900,labels_aup_4573
0.5989185918367355,600_900,600,900,labels_aup_4573
0.8983211065759633,600_900,600,900,labels_aup_4573
0.6171555918367346,600_900,600,900,labels_aup_4573
0.463311839002273,600_900,600,900,labels_aup_4573
0.7682574081632794,600_900,600,900,labels_aup_4573
0.5259146802721091,600_900,600,900,labels_aup_4573
0.3517859818594218,600_900,600,900,labels_aup_4573
0.6431216598639651,600_900,600,900,labels_aup_4573
0.12291787755100358,600_900,600,900,labels_aup_4573
0.6126221224489754,900_300,900,300,labels_aup_4573
0.345368340136055,900_300,900,300,labels_aup_4573
0.8941973401360528,900_300,900,300,labels_aup_4573
0.3250833945578222,900_300,900,300,labels_aup_4573
0.5292981269841306,900_300,900,300,labels_aup_4573
0.36850588435373766,900_300,900,300,labels_aup_4573
0.4670515079365032,900_300,900,300,labels_aup_4573
0.44837739909297625,900_300,900,300,labels_aup_4573
0.5507714535147414,900_300,900,300,labels_aup_4573
0.536875374149659,900_300,900,300,labels_aup_4573
0.5945639183673563,900_300,900,300,labels_aup_4573
0.5306918095238018,900_300,900,300,labels_aup_4573
0.054362378684800206,900_300,900,300,labels_aup_4573
0.7968963786848065,900_300,900,300,labels_aup_4573
0.6153413537414991,900_300,900,300,labels_aup_4573
0.9138843038548998,900_300,900,300,labels_aup_4573
0.8670083333333309,900_300,900,300,labels_aup_4573
0.5448632244898022,900_300,900,300,labels_aup_4573
0.45052225396824497,900_300,900,300,labels_aup_4573
0.37911378684807273,300_900,300,900,labels_aup_5867
0.21081002947845828,300_900,300,900,labels_aup_5867
0.4064506530612242,300_900,300,900,labels_aup_5867
0.28413150793650743,300_900,300,900,labels_aup_5867
0.5032415464852704,300_900,300,900,labels_aup_5867
0.6441788956916099,900_600,900,600,labels_aup_5867
0.526403058956916,900_600,900,600,labels_aup_5867
0.44207914285714267,900_600,900,600,labels_aup_5867
0.6141890226757312,900_600,900,600,labels_aup_5867
0.8347035170068011,900_600,900,600,labels_aup_5867
0.6180124376417382,900_600,900,600,labels_aup_5867
0.7840171700680401,900_600,900,600,labels_aup_5867
0.899020065759629,900_600,900,600,labels_aup_5867
0.3849785442176872,600_300,600,300,labels_aup_5867
0.29858122222222505,600_300,600,300,labels_aup_5867
0.5195227551020309,600_300,600,300,labels_aup_5867
0.39788046712018854,600_300,600,300,labels_aup_5867
0.6733920907029471,600_300,600,300,labels_aup_5867
0.28419922222222027,300_600,300,600,labels_aup_5867
0.5364146281179138,300_600,300,600,labels_aup_5867
0.3404200226757297,300_600,300,600,labels_aup_5867
0.39993019501136473,300_600,300,600,labels_aup_5867
0.4609273083900405,300_600,300,600,labels_aup_5867
0.5328838231292821,300_600,300,600,labels_aup_5867
0.8353429251700675,600_900,600,900,labels_aup_5867
0.8152609795918373,600_900,600,900,labels_aup_5867
0.44219807709750114,600_900,600,900,labels_aup_5867
0.5136569977324257,600_900,600,900,labels_aup_5867
0.7946068185941328,600_900,600,900,labels_aup_5867
0.6637339818594228,600_900,600,900,labels_aup_5867
0.591801145124748,600_900,600,900,labels_aup_5867
0.5433066598639584,600_900,600,900,labels_aup_5867
0.2611123310657604,900_300,900,300,labels_aup_5867
0.6495707369614543,900_300,900,300,labels_aup_5867
0.7674655079364925,900_300,900,300,labels_aup_5867
0.4316463990929691,900_300,900,300,labels_aup_5867
0.48231845351473623,900_300,900,300,labels_aup_5867
0.7240483741496604,900_300,900,300,labels_aup_5867
0.803205546485259,900_300,900,300,labels_aup_5867
0.3702953038549026,900_300,900,300,labels_aup_5867
0.6924373333333449,900_300,900,300,labels_aup_5867
0.7953952244898232,900_300,900,300,labels_aup_5867
0.540202707482992,300_900,300,900,labels_aup_7562
0.20001315192743618,300_900,300,900,labels_aup_7562
0.5510985374149584,300_900,300,900,labels_aup_7562
0.7930830430838967,900_600,900,600,labels_aup_7562
0.36274365986395196,600_300,600,300,labels_aup_7562
0.5414752063492045,300_600,300,600,labels_aup_7562
0.37472090249434586,300_600,300,600,labels_aup_7562
0.6179419251700686,600_900,600,900,labels_aup_7562
0.8395005736961423,600_900,600,900,labels_aup_7562
0.6889761065759501,600_900,600,900,labels_aup_7562
0.342912029478458,300_900,300,900,labels_aup_8776
0.5337326530612243,300_900,300,900,labels_aup_8776
0.43763057142857065,300_900,300,900,labels_aup_8776
0.45572509750566326,900_600,900,600,labels_aup_8776
0.36562167800453516,600_300,600,300,labels_aup_8776
0.500511755102039,600_300,600,300,labels_aup_8776
0.2537746009070361,600_300,600,300,labels_aup_8776
0.367323843537406,300_600,300,600,labels_aup_8776
0.4926511950113479,300_600,300,600,labels_aup_8776
0.3948779795918398,600_900,600,900,labels_aup_8776
0.7069738390022593,600_900,600,900,labels_aup_8776
0.4535643310657598,900_300,900,300,labels_aup_8776
0.34922873696145373,900_300,900,300,labels_aup_8776
0.46872988435373486,900_300,900,300,labels_aup_8776
0.11388230385489351,900_300,900,300,labels_aup_8776
0.40162602947845816,300_900,300,900,labels_aup_8820
0.6793316530612241,300_900,300,900,labels_aup_8820
0.34735831065759726,300_900,300,900,labels_aup_8820
0.32366320181405683,300_900,300,900,labels_aup_8820
0.36851823582766485,300_900,300,900,labels_aup_8820
0.3221595374149757,300_900,300,900,labels_aup_8820
0.31565943310657474,300_900,300,900,labels_aup_8820
0.2730675464852652,300_900,300,900,labels_aup_8820
0.47929493197278816,300_900,300,900,labels_aup_8820
0.36281385260772936,300_900,300,900,labels_aup_8820
1.1288456235827666,900_600,900,600,labels_aup_8820
0.6005638956916108,900_600,900,600,labels_aup_8820
0.18103106349206044,900_600,900,600,labels_aup_8820
1.132306063492063,900_600,900,600,labels_aup_8820
0.7616589047619016,900_600,900,600,labels_aup_8820
0.8779901768707532,900_600,900,600,labels_aup_8820
0.347450607709753,900_600,900,600,labels_aup_8820
0.34236717687075213,900_600,900,600,labels_aup_8820
0.48131128571428405,900_600,900,600,labels_aup_8820
0.33353144897958487,900_600,900,600,labels_aup_8820
0.7379120430838952,900_600,900,600,labels_aup_8820
0.5476620975056647,900_600,900,600,labels_aup_8820
0.24444702267572893,900_600,900,600,labels_aup_8820
0.32715842857143684,900_600,900,600,labels_aup_8820
0.4997301609977285,900_600,900,600,labels_aup_8820
0.4296493242630248,900_600,900,600,labels_aup_8820
0.18800700226756817,900_600,900,600,labels_aup_8820
1.226899002267558,900_600,900,600,labels_aup_8820
0.9202515170067898,900_600,900,600,labels_aup_8820
0.30279406575962753,900_600,900,600,labels_aup_8820
0.3292504965986325,900_600,900,600,labels_aup_8820
0.6646325260770993,900_600,900,600,labels_aup_8820
0.3628226780045356,600_300,600,300,labels_aup_8820
0.3114245442176875,600_300,600,300,labels_aup_8820
0.5717843560090703,600_300,600,300,labels_aup_8820
0.5767122222222234,600_300,600,300,labels_aup_8820
0.40006730612244823,600_300,600,300,labels_aup_8820
0.5839892267573745,600_300,600,300,labels_aup_8820
0.08841517233560126,600_300,600,300,labels_aup_8820
0.4762008253968304,600_300,600,300,labels_aup_8820
0.41335875510203834,600_300,600,300,labels_aup_8820
0.5786892698412629,600_300,600,300,labels_aup_8820
0.4358498140589404,600_300,600,300,labels_aup_8820
0.5508644671201921,600_300,600,300,labels_aup_8820
0.2992050907029409,600_300,600,300,labels_aup_8820
0.5781900952380852,600_300,600,300,labels_aup_8820
0.535634446712038,600_300,600,300,labels_aup_8820
0.3063546281179157,300_600,300,600,labels_aup_8820
0.28241165759637354,300_600,300,600,labels_aup_8820
0.535103553287982,300_600,300,600,labels_aup_8820
0.4501623356009077,300_600,300,600,labels_aup_8820
0.16837877097505327,300_600,300,600,labels_aup_8820
0.3233781020408202,300_600,300,600,labels_aup_8820
0.3972470226757423,300_600,300,600,labels_aup_8820
0.2554468435374133,300_600,300,600,labels_aup_8820
0.4319341950113369,300_600,300,600,labels_aup_8820
0.5496111156462575,300_600,300,600,labels_aup_8820
0.5656393083900184,300_600,300,600,labels_aup_8820
0.5632451746031677,300_600,300,600,labels_aup_8820
0.6340122312925232,600_900,600,900,labels_aup_8820
0.3409717755102122,600_900,600,900,labels_aup_8820
0.4059904535147467,600_900,600,900,labels_aup_8820
1.118122077097496,600_900,600,900,labels_aup_8820
0.46341899773241835,600_900,600,900,labels_aup_8820
0.8490255918367353,600_900,600,900,labels_aup_8820
0.4146121065759587,600_900,600,900,labels_aup_8820
0.5297968390022731,600_900,600,900,labels_aup_8820
0.04907640816325909,600_900,600,900,labels_aup_8820
0.5044709818594129,600_900,600,900,labels_aup_8820
0.4317921451247173,600_900,600,900,labels_aup_8820
0.6419926598639449,600_900,600,900,labels_aup_8820
0.27497133106576044,900_300,900,300,labels_aup_8820
0.5741277369614544,900_300,900,300,labels_aup_8820
0.5027215238095266,900_300,900,300,labels_aup_8820
0.6577861224489823,900_300,900,300,labels_aup_8820
0.4449223401360527,900_300,900,300,labels_aup_8820
0.41113139455782743,900_300,900,300,labels_aup_8820
0.5275482063492092,900_300,900,300,labels_aup_8820
0.7015511269841141,900_300,900,300,labels_aup_8820
0.3510878843537313,900_300,900,300,labels_aup_8820
0.209481507936502,900_300,900,300,labels_aup_8820
0.28592039909297284,900_300,900,300,labels_aup_8820
0.31088237414965647,900_300,900,300,labels_aup_8820
0.8001399183673499,900_300,900,300,labels_aup_8820
0.2630934875283373,900_300,900,300,labels_aup_8820
0.9278203786847996,900_300,900,300,labels_aup_8820
0.6622993537414885,900_300,900,300,labels_aup_8820
0.3216333333333523,900_300,900,300,labels_aup_8820
0.512715786848073,300_900,300,900,labels_aup_8822
0.2456646530612252,300_900,300,900,labels_aup_8822
0.340084537414981,300_900,300,900,labels_aup_8822
0.5099800589569163,900_600,900,600,labels_aup_8822
1.0409780589569166,900_600,900,600,labels_aup_8822
0.4490194285714324,900_600,900,600,labels_aup_8822
0.5280980022675834,900_600,900,600,labels_aup_8822
0.23297335600906877,600_300,600,300,labels_aup_8822
0.41785422222222124,300_600,300,600,labels_aup_8822
0.46474057369614563,300_600,300,600,labels_aup_8822
0.4924339251700669,600_900,600,900,labels_aup_8822
0.6955383900226764,600_900,600,900,labels_aup_8822
0.215865997732422,600_900,600,900,labels_aup_8822
0.7205108185941071,600_900,600,900,labels_aup_8822
0.5260239818594243,600_900,600,900,labels_aup_8822
0.35712714512473553,600_900,600,900,labels_aup_8822
0.4196341224489757,900_300,900,300,labels_aup_8822
0.48104833333334795,900_300,900,300,labels_aup_8822
0.04380299999999959,300_900,300,900,labels_aup_8823
0.7446629999999992,300_900,300,900,labels_aup_8823
0.4448370294784576,300_900,300,900,labels_aup_8823
0.31562465306122434,300_900,300,900,labels_aup_8823
0.5314525782312884,300_900,300,900,labels_aup_8823
0.339953687074825,300_900,300,900,labels_aup_8823
0.37969931065759255,300_900,300,900,labels_aup_8823
0.4810232018140539,300_900,300,900,labels_aup_8823
0.41560343310658254,300_900,300,900,labels_aup_8823
0.23937594784580085,300_900,300,900,labels_aup_8823
0.43740757142856523,300_900,300,900,labels_aup_8823
0.2066555464852513,300_900,300,900,labels_aup_8823
0.4519780113378715,300_900,300,900,labels_aup_8823
0.3586550408163305,300_900,300,900,labels_aup_8823
