session,condition,time,data,time_sec
1,300ms,5,0.08450704225352113,0.275
1,300ms,6,0.2112676056338028,0.32500000000000007
1,300ms,7,0.08450704225352113,0.37500000000000006
1,300ms,8,0.16901408450704225,0.42500000000000004
1,300ms,9,0.0,0.47500000000000003
1,300ms,10,0.0,0.525
1,300ms,11,0.014084507042253521,0.5750000000000001
1,300ms,12,0.0,0.6250000000000001
1,300ms,13,0.0,0.675
1,300ms,14,0.0,0.7250000000000001
1,300ms,15,0.0,0.775
1,300ms,16,0.0,0.8250000000000001
1,300ms,17,0.0,0.8750000000000001
1,300ms,18,0.0,0.925
1,300ms,19,0.0,0.9750000000000001
1,300ms,20,0.0,1.025
1,300ms,21,0.0,1.075
1,300ms,22,0.0,1.125
1,300ms,23,0.0,1.175
1,300ms,24,0.0,1.225
1,300ms,25,0.0,1.275
1,300ms,26,0.0,1.325
1,300ms,27,0.0,1.375
1,300ms,28,0.0,1.425
1,300ms,29,0.0,1.475
1,300ms,30,0.0,1.525
1,300ms,31,0.0,1.575
1,300ms,32,0.0,1.625
1,300ms,33,0.0,1.675
1,300ms,34,0.0,1.725
1,300ms,35,0.0,1.775
1,600ms,0,0.011111111111111112,0.025
1,600ms,1,0.022222222222222223,0.07500000000000001
1,600ms,2,0.03333333333333333,0.125
1,600ms,3,0.15555555555555556,0.17500000000000002
1,600ms,4,0.08888888888888889,0.225
1,600ms,5,0.13333333333333333,0.275
1,600ms,6,0.12222222222222222,0.32500000000000007
1,600ms,7,0.12222222222222222,0.37500000000000006
1,600ms,8,0.022222222222222223,0.42500000000000004
1,600ms,9,0.022222222222222223,0.47500000000000003
1,600ms,10,0.022222222222222223,0.525
1,600ms,11,0.044444444444444446,0.5750000000000001
1,600ms,12,0.044444444444444446,0.6250000000000001
1,600ms,13,0.044444444444444446,0.675
1,600ms,14,0.022222222222222223,0.7250000000000001
1,600ms,15,0.022222222222222223,0.775
1,600ms,16,0.022222222222222223,0.8250000000000001
1,600ms,17,0.011111111111111112,0.8750000000000001
1,600ms,18,0.0,0.925
1,600ms,19,0.0,0.9750000000000001
1,600ms,20,0.022222222222222223,1.025
1,600ms,21,0.0,1.075
1,600ms,22,0.0,1.125
1,600ms,23,0.011111111111111112,1.175
1,600ms,24,0.0,1.225
1,600ms,25,0.0,1.275
1,600ms,26,0.0,1.325
1,600ms,27,0.0,1.375
1,600ms,28,0.0,1.425
1,600ms,29,0.0,1.475
1,600ms,30,0.0,1.525
1,600ms,31,0.0,1.575
1,600ms,32,0.0,1.625
1,600ms,33,0.0,1.675
1,600ms,34,0.0,1.725
1,600ms,35,0.0,1.775
1,900ms,0,0.011494252873563218,0.025
1,900ms,1,0.0,0.07500000000000001
1,900ms,2,0.08045977011494253,0.125
1,900ms,3,0.09195402298850575,0.17500000000000002
1,900ms,4,0.11494252873563218,0.225
1,900ms,5,0.19540229885057472,0.275
1,900ms,6,0.09195402298850575,0.32500000000000007
1,900ms,7,0.08045977011494253,0.37500000000000006
1,900ms,8,0.022988505747126436,0.42500000000000004
1,900ms,9,0.034482758620689655,0.47500000000000003
1,900ms,10,0.011494252873563218,0.525
1,900ms,11,0.011494252873563218,0.5750000000000001
1,900ms,12,0.034482758620689655,0.6250000000000001
1,900ms,13,0.011494252873563218,0.675
1,900ms,14,0.034482758620689655,0.7250000000000001
1,900ms,15,0.022988505747126436,0.775
1,900ms,16,0.011494252873563218,0.8250000000000001
1,900ms,17,0.011494252873563218,0.8750000000000001
1,900ms,18,0.0,0.925
1,900ms,19,0.011494252873563218,0.9750000000000001
1,900ms,20,0.022988505747126436,1.025
1,900ms,21,0.034482758620689655,1.075
1,900ms,22,0.0,1.125
1,900ms,23,0.011494252873563218,1.175
1,900ms,24,0.0,1.225
1,900ms,25,0.0,1.275
1,900ms,26,0.011494252873563218,1.325
1,900ms,27,0.0,1.375
1,900ms,28,0.0,1.425
1,900ms,29,0.022988505747126436,1.475
1,900ms,30,0.0,1.525
1,900ms,31,0.0,1.575
1,900ms,32,0.0,1.625
1,900ms,33,0.0,1.675
1,900ms,34,0.0,1.725
1,900ms,35,0.011494252873563218,1.775
2,300ms,0,0.0,0.025
2,300ms,1,0.029411764705882353,0.07500000000000001
2,300ms,2,0.0,0.125
2,300ms,3,0.08823529411764706,0.17500000000000002
2,300ms,4,0.20588235294117646,0.225
2,300ms,5,0.2647058823529412,0.275
2,300ms,6,0.14705882352941177,0.32500000000000007
2,300ms,7,0.14705882352941177,0.37500000000000006
2,300ms,8,0.058823529411764705,0.42500000000000004
2,300ms,9,0.029411764705882353,0.47500000000000003
2,300ms,10,0.0,0.525
2,300ms,11,0.029411764705882353,0.5750000000000001
2,300ms,12,0.0,0.6250000000000001
2,300ms,13,0.0,0.675
2,300ms,14,0.0,0.7250000000000001
2,300ms,15,0.0,0.775
2,300ms,16,0.0,0.8250000000000001
2,300ms,17,0.0,0.8750000000000001
2,300ms,18,0.0,0.925
2,300ms,19,0.0,0.9750000000000001
2,300ms,20,0.0,1.025
2,300ms,21,0.0,1.075
2,300ms,22,0.0,1.125
2,300ms,23,0.0,1.175
2,300ms,24,0.0,1.225
2,300ms,25,0.0,1.275
2,300ms,26,0.0,1.325
2,300ms,27,0.0,1.375
2,300ms,28,0.0,1.425
2,300ms,29,0.0,1.475
2,300ms,30,0.0,1.525
2,300ms,31,0.0,1.575
2,300ms,32,0.0,1.625
2,300ms,33,0.0,1.675
2,300ms,34,0.0,1.725
2,300ms,35,0.0,1.775
2,600ms,0,0.01694915254237288,0.025
2,600ms,1,0.0,0.07500000000000001
2,600ms,2,0.0,0.125
2,600ms,3,0.01694915254237288,0.17500000000000002
2,600ms,4,0.05084745762711865,0.225
2,600ms,5,0.06779661016949153,0.275
2,600ms,6,0.1016949152542373,0.32500000000000007
2,600ms,7,0.1016949152542373,0.37500000000000006
2,600ms,8,0.03389830508474576,0.42500000000000004
2,600ms,9,0.06779661016949153,0.47500000000000003
2,600ms,10,0.11864406779661017,0.525
2,600ms,11,0.03389830508474576,0.5750000000000001
2,600ms,12,0.1016949152542373,0.6250000000000001
2,600ms,13,0.05084745762711865,0.675
2,600ms,14,0.01694915254237288,0.7250000000000001
2,600ms,15,0.05084745762711865,0.775
2,600ms,16,0.06779661016949153,0.8250000000000001
2,600ms,17,0.06779661016949153,0.8750000000000001
2,600ms,18,0.0,0.925
2,600ms,19,0.03389830508474576,0.9750000000000001
2,600ms,20,0.0,1.025
2,600ms,21,0.0,1.075
2,600ms,22,0.0,1.125
2,600ms,23,0.0,1.175
2,600ms,24,0.0,1.225
2,600ms,25,0.0,1.275
2,600ms,26,0.0,1.325
2,600ms,27,0.0,1.375
2,600ms,28,0.0,1.425
2,600ms,29,0.0,1.475
2,600ms,30,0.0,1.525
2,600ms,31,0.0,1.575
2,600ms,32,0.0,1.625
2,600ms,33,0.0,1.675
2,600ms,34,0.0,1.725
2,600ms,35,0.0,1.775
2,900ms,0,,0.025
2,900ms,1,,0.07500000000000001
2,900ms,2,,0.125
2,900ms,3,,0.17500000000000002
2,900ms,4,,0.225
2,900ms,5,,0.275
2,900ms,6,,0.32500000000000007
2,900ms,7,,0.37500000000000006
2,900ms,8,,0.42500000000000004
2,900ms,9,,0.47500000000000003
2,900ms,10,,0.525
2,900ms,11,,0.5750000000000001
2,900ms,12,,0.6250000000000001
2,900ms,13,,0.675
2,900ms,14,,0.7250000000000001
2,900ms,15,,0.775
2,900ms,16,,0.8250000000000001
2,900ms,17,,0.8750000000000001
2,900ms,18,,0.925
2,900ms,19,,0.9750000000000001
2,900ms,20,,1.025
2,900ms,21,,1.075
2,900ms,22,,1.125
2,900ms,23,,1.175
2,900ms,24,,1.225
2,900ms,25,,1.275
2,900ms,26,,1.325
2,900ms,27,,1.375
2,900ms,28,,1.425
2,900ms,29,,1.475
2,900ms,30,,1.525
2,900ms,31,,1.575
2,900ms,32,,1.625
2,900ms,33,,1.675
2,900ms,34,,1.725
2,900ms,35,,1.775
3,300ms,0,0.03260869565217391,0.025
3,300ms,1,0.03260869565217391,0.07500000000000001
3,300ms,2,0.010869565217391304,0.125
3,300ms,3,0.07608695652173914,0.17500000000000002
3,300ms,4,0.18478260869565216,0.225
3,300ms,5,0.20652173913043478,0.275
3,300ms,6,0.14130434782608695,0.32500000000000007
3,300ms,7,0.13043478260869565,0.37500000000000006
3,300ms,8,0.14130434782608695,0.42500000000000004
3,300ms,9,0.03260869565217391,0.47500000000000003
3,300ms,10,0.0,0.525
3,300ms,11,0.010869565217391304,0.5750000000000001
3,300ms,12,0.0,0.6250000000000001
3,300ms,13,0.0,0.675
3,300ms,14,0.0,0.7250000000000001
3,300ms,15,0.0,0.775
3,300ms,16,0.0,0.8250000000000001
3,300ms,17,0.0,0.8750000000000001
3,300ms,18,0.0,0.925
3,300ms,19,0.0,0.9750000000000001
3,300ms,20,0.0,1.025
3,300ms,21,0.0,1.075
3,300ms,22,0.0,1.125
3,300ms,23,0.0,1.175
3,300ms,24,0.0,1.225
3,300ms,25,0.0,1.275
3,300ms,26,0.0,1.325
3,300ms,27,0.0,1.375
3,300ms,28,0.0,1.425
3,300ms,29,0.0,1.475
3,300ms,30,0.0,1.525
3,300ms,31,0.0,1.575
3,300ms,32,0.0,1.625
3,300ms,33,0.0,1.675
3,300ms,34,0.0,1.725
3,300ms,35,0.0,1.775
3,600ms,0,0.0,0.025
3,600ms,1,0.0,0.07500000000000001
3,600ms,2,0.04,0.125
3,600ms,3,0.02,0.17500000000000002
3,600ms,4,0.04,0.225
3,600ms,5,0.06,0.275
3,600ms,6,0.1,0.32500000000000007
3,600ms,7,0.02,0.37500000000000006
3,600ms,8,0.04,0.42500000000000004
3,600ms,9,0.14,0.47500000000000003
3,600ms,10,0.08,0.525
3,600ms,11,0.06,0.5750000000000001
3,600ms,12,0.12,0.6250000000000001
3,600ms,13,0.06,0.675
3,600ms,14,0.08,0.7250000000000001
3,600ms,15,0.06,0.775
3,600ms,16,0.02,0.8250000000000001
3,600ms,17,0.0,0.8750000000000001
3,600ms,18,0.02,0.925
3,600ms,19,0.02,0.9750000000000001
3,600ms,20,0.0,1.025
3,600ms,21,0.0,1.075
3,600ms,22,0.0,1.125
3,600ms,23,0.02,1.175
3,600ms,24,0.0,1.225
3,600ms,25,0.0,1.275
3,600ms,26,0.0,1.325
3,600ms,27,0.0,1.375
3,600ms,28,0.0,1.425
3,600ms,29,0.0,1.475
3,600ms,30,0.0,1.525
3,600ms,31,0.0,1.575
3,600ms,32,0.0,1.625
3,600ms,33,0.0,1.675
3,600ms,34,0.0,1.725
3,600ms,35,0.0,1.775
3,900ms,0,0.0,0.025
3,900ms,1,0.0,0.07500000000000001
3,900ms,2,0.0,0.125
3,900ms,3,0.0,0.17500000000000002
3,900ms,4,0.0,0.225
3,900ms,5,0.08333333333333333,0.275
3,900ms,6,0.0,0.32500000000000007
3,900ms,7,0.25,0.37500000000000006
3,900ms,8,0.08333333333333333,0.42500000000000004
3,900ms,9,0.0,0.47500000000000003
3,900ms,10,0.0,0.525
3,900ms,11,0.0,0.5750000000000001
3,900ms,12,0.08333333333333333,0.6250000000000001
3,900ms,13,0.0,0.675
3,900ms,14,0.08333333333333333,0.7250000000000001
3,900ms,15,0.0,0.775
3,900ms,16,0.0,0.8250000000000001
3,900ms,17,0.0,0.8750000000000001
3,900ms,18,0.0,0.925
3,900ms,19,0.16666666666666666,0.9750000000000001
3,900ms,20,0.0,1.025
3,900ms,21,0.08333333333333333,1.075
3,900ms,22,0.0,1.125
3,900ms,23,0.08333333333333333,1.175
3,900ms,24,0.0,1.225
3,900ms,25,0.0,1.275
3,900ms,26,0.0,1.325
3,900ms,27,0.0,1.375
3,900ms,28,0.0,1.425
3,900ms,29,0.0,1.475
3,900ms,30,0.0,1.525
3,900ms,31,0.0,1.575
3,900ms,32,0.0,1.625
3,900ms,33,0.0,1.675
3,900ms,34,0.0,1.725
3,900ms,35,0.08333333333333333,1.775
4,300ms,0,0.0,0.025
4,300ms,1,0.02564102564102564,0.07500000000000001
4,300ms,2,0.10256410256410256,0.125
4,300ms,3,0.10256410256410256,0.17500000000000002
4,300ms,4,0.15384615384615385,0.225
4,300ms,5,0.10256410256410256,0.275
4,300ms,6,0.1794871794871795,0.32500000000000007
4,300ms,7,0.1794871794871795,0.37500000000000006
4,300ms,8,0.07692307692307693,0.42500000000000004
4,300ms,9,0.05128205128205128,0.47500000000000003
4,300ms,10,0.0,0.525
4,300ms,11,0.02564102564102564,0.5750000000000001
4,300ms,12,0.0,0.6250000000000001
4,300ms,13,0.0,0.675
4,300ms,14,0.0,0.7250000000000001
4,300ms,15,0.0,0.775
4,300ms,16,0.0,0.8250000000000001
4,300ms,17,0.0,0.8750000000000001
4,300ms,18,0.0,0.925
4,300ms,19,0.0,0.9750000000000001
4,300ms,20,0.0,1.025
4,300ms,21,0.0,1.075
4,300ms,22,0.0,1.125
4,300ms,23,0.0,1.175
4,300ms,24,0.0,1.225
4,300ms,25,0.0,1.275
4,300ms,26,0.0,1.325
4,300ms,27,0.0,1.375
4,300ms,28,0.0,1.425
4,300ms,29,0.0,1.475
4,300ms,30,0.0,1.525
4,300ms,31,0.0,1.575
4,300ms,32,0.0,1.625
4,300ms,33,0.0,1.675
4,300ms,34,0.0,1.725
4,300ms,35,0.0,1.775
4,600ms,0,0.02,0.025
4,600ms,1,0.0,0.07500000000000001
4,600ms,2,0.04,0.125
4,600ms,3,0.22,0.17500000000000002
4,600ms,4,0.1,0.225
4,600ms,5,0.06,0.275
4,600ms,6,0.12,0.32500000000000007
4,600ms,7,0.06,0.37500000000000006
4,600ms,8,0.06,0.42500000000000004
4,600ms,9,0.08,0.47500000000000003
4,600ms,10,0.06,0.525
4,600ms,11,0.02,0.5750000000000001
4,600ms,12,0.04,0.6250000000000001
4,600ms,13,0.06,0.675
4,600ms,14,0.04,0.7250000000000001
4,600ms,15,0.0,0.775
4,600ms,16,0.0,0.8250000000000001
4,600ms,17,0.0,0.8750000000000001
4,600ms,18,0.0,0.925
4,600ms,19,0.0,0.9750000000000001
4,600ms,20,0.0,1.025
4,600ms,21,0.0,1.075
4,600ms,22,0.0,1.125
4,600ms,23,0.02,1.175
4,600ms,24,0.0,1.225
4,600ms,25,0.0,1.275
4,600ms,26,0.0,1.325
4,600ms,27,0.0,1.375
4,600ms,28,0.0,1.425
4,600ms,29,0.0,1.475
4,600ms,30,0.0,1.525
4,600ms,31,0.0,1.575
4,600ms,32,0.0,1.625
4,600ms,33,0.0,1.675
4,600ms,34,0.0,1.725
4,600ms,35,0.0,1.775
4,900ms,0,0.0,0.025
4,900ms,1,0.0,0.07500000000000001
4,900ms,2,0.0,0.125
4,900ms,3,0.07407407407407407,0.17500000000000002
4,900ms,4,0.0,0.225
4,900ms,5,0.1111111111111111,0.275
4,900ms,6,0.1111111111111111,0.32500000000000007
4,900ms,7,0.1111111111111111,0.37500000000000006
4,900ms,8,0.14814814814814814,0.42500000000000004
4,900ms,9,0.1111111111111111,0.47500000000000003
4,900ms,10,0.037037037037037035,0.525
4,900ms,11,0.14814814814814814,0.5750000000000001
4,900ms,12,0.037037037037037035,0.6250000000000001
4,900ms,13,0.0,0.675
4,900ms,14,0.0,0.7250000000000001
4,900ms,15,0.0,0.775
4,900ms,16,0.0,0.8250000000000001
4,900ms,17,0.0,0.8750000000000001
4,900ms,18,0.0,0.925
4,900ms,19,0.0,0.9750000000000001
4,900ms,20,0.0,1.025
4,900ms,21,0.037037037037037035,1.075
4,900ms,22,0.0,1.125
4,900ms,23,0.037037037037037035,1.175
4,900ms,24,0.0,1.225
4,900ms,25,0.0,1.275
4,900ms,26,0.0,1.325
4,900ms,27,0.0,1.375
4,900ms,28,0.0,1.425
4,900ms,29,0.0,1.475
4,900ms,30,0.0,1.525
4,900ms,31,0.0,1.575
4,900ms,32,0.0,1.625
4,900ms,33,0.0,1.675
4,900ms,34,0.0,1.725
4,900ms,35,0.037037037037037035,1.775
5,300ms,0,0.0,0.025
5,300ms,1,0.0,0.07500000000000001
5,300ms,2,0.034482758620689655,0.125
5,300ms,3,0.13793103448275862,0.17500000000000002
5,300ms,4,0.0,0.225
5,300ms,5,0.20689655172413793,0.275
5,300ms,6,0.13793103448275862,0.32500000000000007
5,300ms,7,0.13793103448275862,0.37500000000000006
5,300ms,8,0.2413793103448276,0.42500000000000004
5,300ms,9,0.06896551724137931,0.47500000000000003
5,300ms,10,0.0,0.525
5,300ms,11,0.034482758620689655,0.5750000000000001
5,300ms,12,0.0,0.6250000000000001
5,300ms,13,0.0,0.675
5,300ms,14,0.0,0.7250000000000001
5,300ms,15,0.0,0.775
5,300ms,16,0.0,0.8250000000000001
5,300ms,17,0.0,0.8750000000000001
5,300ms,18,0.0,0.925
5,300ms,19,0.0,0.9750000000000001
5,300ms,20,0.0,1.025
5,300ms,21,0.0,1.075
5,300ms,22,0.0,1.125
5,300ms,23,0.0,1.175
5,300ms,24,0.0,1.225
5,300ms,25,0.0,1.275
5,300ms,26,0.0,1.325
5,300ms,27,0.0,1.375
5,300ms,28,0.0,1.425
5,300ms,29,0.0,1.475
5,300ms,30,0.0,1.525
5,300ms,31,0.0,1.575
5,300ms,32,0.0,1.625
5,300ms,33,0.0,1.675
5,300ms,34,0.0,1.725
5,300ms,35,0.0,1.775
5,600ms,0,0.0,0.025
5,600ms,1,0.0,0.07500000000000001
5,600ms,2,0.0,0.125
5,600ms,3,0.0,0.17500000000000002
5,600ms,4,0.0,0.225
5,600ms,5,0.0,0.275
5,600ms,6,0.07692307692307693,0.32500000000000007
5,600ms,7,0.0,0.37500000000000006
5,600ms,8,0.0,0.42500000000000004
5,600ms,9,0.0,0.47500000000000003
5,600ms,10,0.23076923076923078,0.525
5,600ms,11,0.0,0.5750000000000001
5,600ms,12,0.07692307692307693,0.6250000000000001
5,600ms,13,0.07692307692307693,0.675
5,600ms,14,0.07692307692307693,0.7250000000000001
5,600ms,15,0.15384615384615385,0.775
5,600ms,16,0.15384615384615385,0.8250000000000001
5,600ms,17,0.07692307692307693,0.8750000000000001
5,600ms,18,0.0,0.925
5,600ms,19,0.0,0.9750000000000001
5,600ms,20,0.0,1.025
5,600ms,21,0.0,1.075
5,600ms,22,0.0,1.125
5,600ms,23,0.07692307692307693,1.175
5,600ms,24,0.0,1.225
5,600ms,25,0.0,1.275
5,600ms,26,0.0,1.325
5,600ms,27,0.0,1.375
5,600ms,28,0.0,1.425
5,600ms,29,0.0,1.475
5,600ms,30,0.0,1.525
5,600ms,31,0.0,1.575
5,600ms,32,0.0,1.625
5,600ms,33,0.0,1.675
5,600ms,34,0.0,1.725
5,600ms,35,0.0,1.775
5,900ms,0,,0.025
5,900ms,1,,0.07500000000000001
5,900ms,2,,0.125
5,900ms,3,,0.17500000000000002
5,900ms,4,,0.225
5,900ms,5,,0.275
5,900ms,6,,0.32500000000000007
5,900ms,7,,0.37500000000000006
5,900ms,8,,0.42500000000000004
5,900ms,9,,0.47500000000000003
5,900ms,10,,0.525
5,900ms,11,,0.5750000000000001
5,900ms,12,,0.6250000000000001
5,900ms,13,,0.675
5,900ms,14,,0.7250000000000001
5,900ms,15,,0.775
5,900ms,16,,0.8250000000000001
5,900ms,17,,0.8750000000000001
5,900ms,18,,0.925
5,900ms,19,,0.9750000000000001
5,900ms,20,,1.025
5,900ms,21,,1.075
5,900ms,22,,1.125
5,900ms,23,,1.175
5,900ms,24,,1.225
5,900ms,25,,1.275
5,900ms,26,,1.325
5,900ms,27,,1.375
5,900ms,28,,1.425
5,900ms,29,,1.475
5,900ms,30,,1.525
5,900ms,31,,1.575
5,900ms,32,,1.625
5,900ms,33,,1.675
5,900ms,34,,1.725
5,900ms,35,,1.775
6,300ms,0,0.0,0.025
6,300ms,1,0.0,0.07500000000000001
6,300ms,2,0.0,0.125
6,300ms,3,0.0,0.17500000000000002
6,300ms,4,0.0,0.225
6,300ms,5,0.2,0.275
6,300ms,6,0.0,0.32500000000000007
6,300ms,7,0.2,0.37500000000000006
6,300ms,8,0.4,0.42500000000000004
6,300ms,9,0.0,0.47500000000000003
6,300ms,10,0.0,0.525
6,300ms,11,0.2,0.5750000000000001
6,300ms,12,0.0,0.6250000000000001
6,300ms,13,0.0,0.675
6,300ms,14,0.0,0.7250000000000001
6,300ms,15,0.0,0.775
6,300ms,16,0.0,0.8250000000000001
6,300ms,17,0.0,0.8750000000000001
6,300ms,18,0.0,0.925
6,300ms,19,0.0,0.9750000000000001
6,300ms,20,0.0,1.025
6,300ms,21,0.0,1.075
6,300ms,22,0.0,1.125
6,300ms,23,0.0,1.175
6,300ms,24,0.0,1.225
6,300ms,25,0.0,1.275
6,300ms,26,0.0,1.325
6,300ms,27,0.0,1.375
6,300ms,28,0.0,1.425
6,300ms,29,0.0,1.475
6,300ms,30,0.0,1.525
6,300ms,31,0.0,1.575
6,300ms,32,0.0,1.625
6,300ms,33,0.0,1.675
6,300ms,34,0.0,1.725
6,300ms,35,0.0,1.775
6,600ms,0,0.0,0.025
6,600ms,1,0.0,0.07500000000000001
6,600ms,2,0.0,0.125
6,600ms,3,0.0,0.17500000000000002
6,600ms,4,0.0,0.225
6,600ms,5,0.05263157894736842,0.275
6,600ms,6,0.07894736842105263,0.32500000000000007
6,600ms,7,0.13157894736842105,0.37500000000000006
6,600ms,8,0.13157894736842105,0.42500000000000004
6,600ms,9,0.07894736842105263,0.47500000000000003
6,600ms,10,0.10526315789473684,0.525
6,600ms,11,0.10526315789473684,0.5750000000000001
6,600ms,12,0.07894736842105263,0.6250000000000001
6,600ms,13,0.05263157894736842,0.675
6,600ms,14,0.02631578947368421,0.7250000000000001
6,600ms,15,0.05263157894736842,0.775
6,600ms,16,0.07894736842105263,0.8250000000000001
6,600ms,17,0.0,0.8750000000000001
6,600ms,18,0.0,0.925
6,600ms,19,0.0,0.9750000000000001
6,600ms,20,0.0,1.025
6,600ms,21,0.0,1.075
6,600ms,22,0.0,1.125
6,600ms,23,0.02631578947368421,1.175
6,600ms,24,0.0,1.225
6,600ms,25,0.0,1.275
6,600ms,26,0.0,1.325
6,600ms,27,0.0,1.375
6,600ms,28,0.0,1.425
6,600ms,29,0.0,1.475
6,600ms,30,0.0,1.525
6,600ms,31,0.0,1.575
6,600ms,32,0.0,1.625
6,600ms,33,0.0,1.675
6,600ms,34,0.0,1.725
6,600ms,35,0.0,1.775
6,900ms,0,0.0,0.025
6,900ms,1,0.0,0.07500000000000001
6,900ms,2,0.0,0.125
6,900ms,3,0.0,0.17500000000000002
6,900ms,4,0.0,0.225
6,900ms,5,0.03571428571428571,0.275
6,900ms,6,0.07142857142857142,0.32500000000000007
6,900ms,7,0.03571428571428571,0.37500000000000006
6,900ms,8,0.0,0.42500000000000004
6,900ms,9,0.17857142857142858,0.47500000000000003
6,900ms,10,0.10714285714285714,0.525
6,900ms,11,0.03571428571428571,0.5750000000000001
6,900ms,12,0.10714285714285714,0.6250000000000001
6,900ms,13,0.17857142857142858,0.675
6,900ms,14,0.03571428571428571,0.7250000000000001
6,900ms,15,0.0,0.775
6,900ms,16,0.07142857142857142,0.8250000000000001
6,900ms,17,0.03571428571428571,0.8750000000000001
6,900ms,18,0.03571428571428571,0.925
6,900ms,19,0.0,0.9750000000000001
6,900ms,20,0.0,1.025
6,900ms,21,0.0,1.075
6,900ms,22,0.0,1.125
6,900ms,23,0.0,1.175
6,900ms,24,0.0,1.225
6,900ms,25,0.0,1.275
